Dataset,Dataset_Size,Model,Params,labellingType,NumberOfTopic,Computation_Time,AddedTime,npmiScore,coherenceCvScore,topic_diversityScore,TopicQuality,F1_ScoreScore,Precision_ScoreScore,Recall_ScoreScore,Accuracy_ScoreScore,divergenceScore,invertedRBOScore
TopicCybertweets,21366,BERTopic,"{'embedding_model': 'all-mpnet-base-v2', 'nr_topics': 600, 'verbose': True, 'calculate_probabilities': True}",labelsCyberAttack,600,100.59462261199953,Thu Jan  1 00:00:00 1970,0.2013467478737814,0.6204072022650917,0.7167682926829269,0.4446882111357411,0.6632294558835975,0.6836804159015593,0.7160686427457098,0.7160686427457098,16.69268138972689,0.9975503018246494
TopicCybertweets,21366,BERTopic,"{'embedding_model': 'all-mpnet-base-v2', 'nr_topics': 600, 'verbose': True, 'calculate_probabilities': True}",labelszeroday,600,107.44412040710448,Thu Jan  1 00:00:00 1970,0.1976701387350453,0.6188763669989865,0.7157407407407408,0.4429550293427932,0.8012568155950117,0.8047677191095445,0.8274570982839313,0.8274570982839313,16.73735604108619,0.9973840172433044
TopicCybertweets,21366,BERTopic,"{'embedding_model': 'all-mpnet-base-v2', 'nr_topics': 700, 'verbose': True, 'calculate_probabilities': True}",labelsCyberAttack,700,113.79483270645142,Thu Jan  1 00:00:00 1970,0.1921699444762106,0.6093622606957187,0.7253644314868805,0.4420097097991102,0.671527305,0.6896621210254844,0.7195007800312012,0.7195007800312012,16.537898886096738,0.9975954208501284
TopicCybertweets,21366,BERTopic,"{'embedding_model': 'all-mpnet-base-v2', 'nr_topics': 700, 'verbose': True, 'calculate_probabilities': True}",labelszeroday,700,94.96715998649596,Thu Jan  1 00:00:00 1970,0.1954875689662696,0.6240686266876295,0.7163636363636363,0.4470600707544109,0.8029644665795168,0.8076096532690391,0.8293291731669267,0.8293291731669267,16.763799429370284,0.9975277362700896
TopicCybertweets,21366,BERTopic,"{'embedding_model': 'all-mpnet-base-v2', 'nr_topics': 800, 'verbose': True, 'calculate_probabilities': True}",labelsCyberAttack,800,106.8155322,Thu Jan  1 00:00:00 1970,0.185141902,0.6032168135213735,0.7293768545994065,0.4399723820876961,0.6659119315801642,0.6814811426220551,0.7148205928237129,0.7148205928237129,16.58999591,0.9977042940921976
TopicCybertweets,21366,BERTopic,"{'embedding_model': 'all-mpnet-base-v2', 'nr_topics': 800, 'verbose': True, 'calculate_probabilities': True}",labelszeroday,800,110.8538248538971,Thu Jan  1 00:00:00 1970,0.1948314297718657,0.6131065061572828,0.7244117647058823,0.4441415660780551,0.8015728434597292,0.8027574058371945,0.8258970358814353,0.8258970358814353,16.64237174,0.997633593
Twitter_DS,19230,BERTopic,"{'embedding_model': 'all-mpnet-base-v2', 'nr_topics': 100, 'min_topic_size': 5, 'verbose': True, 'calculate_probabilities': True}",labelsCyberAttack,100,194.58321261405945,Thu Jan  1 00:00:00 1970,0.022142428,0.4862852975718877,0.8696969696969697,0.4229208497064599,0.6675901642157284,0.6756985484888431,0.7601386481802427,0.7601386481802427,19.806110927709057,0.9977233173874992
Twitter_DS,19230,BERTopic,"{'embedding_model': 'all-mpnet-base-v2', 'nr_topics': 100, 'min_topic_size': 5, 'verbose': True, 'calculate_probabilities': True}",labelszeroday,100,214.90826654434204,Thu Jan  1 00:00:00 1970,0.026675563,0.4772566650777596,0.8535353535353535,0.4073554363542493,0.7138207821194491,0.696067661,0.7864818024263431,0.7864818024263431,19.163840466866947,0.9972175300994364
Twitter_DS,19230,BERTopic,"{'embedding_model': 'all-mpnet-base-v2', 'nr_topics': 200, 'min_topic_size': 5, 'verbose': True, 'calculate_probabilities': True}",labelsCyberAttack,200,187.87497663497925,Thu Jan  1 00:00:00 1970,0.023818284,0.4773139179631916,0.8261306532663316,0.3943236588600437,0.6794994332530554,0.6885646973794267,0.7587521663778163,0.7587521663778163,16.40486233042243,0.998224503
Twitter_DS,19230,BERTopic,"{'embedding_model': 'all-mpnet-base-v2', 'nr_topics': 200, 'min_topic_size': 5, 'verbose': True, 'calculate_probabilities': True}",labelszeroday,200,213.93681597709656,Thu Jan  1 00:00:00 1970,0.031757095,0.4958338946628496,0.8321608040201005,0.4126135324430547,0.7103249052296435,0.6865377959031643,0.7871750433275563,0.7871750433275563,16.796597446544133,0.9983735849405856
Twitter_DS,19230,BERTopic,"{'embedding_model': 'all-mpnet-base-v2', 'nr_topics': 300, 'min_topic_size': 5, 'verbose': True, 'calculate_probabilities': True}",labelsCyberAttack,300,209.43034863471985,Thu Jan  1 00:00:00 1970,0.014823956,0.4653310244757164,0.8247491638795986,0.3837813733635841,0.6792442850563999,0.6670602756813322,0.745580589,0.745580589,15.029764599604851,0.998783983
Twitter_DS,19230,BERTopic,"{'embedding_model': 'all-mpnet-base-v2', 'nr_topics': 300, 'min_topic_size': 5, 'verbose': True, 'calculate_probabilities': True}",labelszeroday,300,236.1620798110962,Thu Jan  1 00:00:00 1970,0.01643046,0.4715035233142765,0.8187290969899665,0.3860336538706853,0.7112342320209539,0.6857302402745956,0.7809358752166378,0.7809358752166378,15.104065051634098,0.9987084666967764
Twitter_DS,19230,BERTopic,"{'embedding_model': 'all-mpnet-base-v2', 'nr_topics': 400, 'min_topic_size': 5, 'verbose': True, 'calculate_probabilities': True}",labelsCyberAttack,400,226.0986812114716,Thu Jan  1 00:00:00 1970,0.006840357,0.4543518610802276,0.7974937343358396,0.3623427623953093,0.6824863429317449,0.6697442676645449,0.7431542461005199,0.7431542461005199,13.847593793003329,0.9988553444444136
Twitter_DS,19230,BERTopic,"{'embedding_model': 'all-mpnet-base-v2', 'nr_topics': 400, 'min_topic_size': 5, 'verbose': True, 'calculate_probabilities': True}",labelszeroday,400,222.7413649559021,Thu Jan  1 00:00:00 1970,0.009339962,0.4571648953867442,0.7972431077694235,0.3644715619612114,0.7316457259673057,0.7283735162847669,0.789948007,0.789948007,13.801823843989483,0.9989174340863116
Twitter_DS,19230,BERTopic,"{'embedding_model': 'all-mpnet-base-v2', 'nr_topics': 500, 'min_topic_size': 5, 'verbose': True, 'calculate_probabilities': True}",labelsCyberAttack,500,231.7085473537445,Thu Jan  1 00:00:00 1970,-0.004803327,0.4298652771863724,0.8,0.343892222,0.6830980113895204,0.6703226656977586,0.7428076256499133,0.7428076256499133,13.563285523073878,0.999040193
Twitter_DS,19230,BERTopic,"{'embedding_model': 'all-mpnet-base-v2', 'nr_topics': 500, 'min_topic_size': 5, 'verbose': True, 'calculate_probabilities': True}",labelszeroday,500,205.0648164749145,Thu Jan  1 00:00:00 1970,0.002662064,0.4390281669522721,0.7893574297188755,0.3465501454396348,0.7212050233611681,0.703207017,0.7767764298093588,0.7767764298093588,13.594972773656789,0.9989815106965012
Twitter_DS,19230,BERTopic,"{'embedding_model': 'all-mpnet-base-v2', 'nr_topics': 600, 'min_topic_size': 5, 'verbose': True, 'calculate_probabilities': True}",labelsCyberAttack,600,223.57196187973025,Thu Jan  1 00:00:00 1970,-0.004360134,0.4369050224015188,0.7921649484536083,0.3461008445498217,0.6842349755272514,0.6796196684640387,0.751473137,0.751473137,13.599005170658009,0.9989886828520902
Twitter_DS,19230,BERTopic,"{'embedding_model': 'all-mpnet-base-v2', 'nr_topics': 600, 'min_topic_size': 5, 'verbose': True, 'calculate_probabilities': True}",labelszeroday,600,221.77475881576527,Thu Jan  1 00:00:00 1970,-0.006005846,0.4312576198012808,0.7934653465346535,0.3421879767413331,0.7233495357102345,0.708176268,0.7802426343154246,0.7802426343154246,13.437124723195666,0.9990049362400752
Twitter_DS,19230,BERTopic,"{'embedding_model': 'all-mpnet-base-v2', 'nr_topics': 700, 'min_topic_size': 5, 'verbose': True, 'calculate_probabilities': True}",labelsCyberAttack,700,218.90103197097773,Thu Jan  1 00:00:00 1970,-0.003119743,0.4303358374287766,0.7996039603960396,0.34409824,0.6979116447346477,0.6922484346811204,0.7504332755632582,0.7504332755632582,13.647145570500532,0.999062035
Twitter_DS,19230,BERTopic,"{'embedding_model': 'all-mpnet-base-v2', 'nr_topics': 700, 'min_topic_size': 5, 'verbose': True, 'calculate_probabilities': True}",labelszeroday,700,217.4058439731598,Thu Jan  1 00:00:00 1970,0.002968003,0.440059725,0.7906639004149377,0.3479393389161978,0.7132944921267068,0.6894021296863618,0.7774696707105719,0.7774696707105719,13.699580522152193,0.9989441188673638
Twitter_DS,19230,BERTopic,"{'embedding_model': 'all-mpnet-base-v2', 'nr_topics': 800, 'min_topic_size': 5, 'verbose': True, 'calculate_probabilities': True}",labelsCyberAttack,800,221.1522443294525,Thu Jan  1 00:00:00 1970,-0.005518874,0.4396613053065638,0.7917505030181087,0.3481020596340701,0.6832319567072924,0.6674545076983959,0.7362218370883882,0.7362218370883882,13.60083091216815,0.9990080474073856
Twitter_DS,19230,BERTopic,"{'embedding_model': 'all-mpnet-base-v2', 'nr_topics': 800, 'min_topic_size': 5, 'verbose': True, 'calculate_probabilities': True}",labelszeroday,800,207.4307837486267,Thu Jan  1 00:00:00 1970,-0.000966724,0.4400922031945816,0.7959016393442623,0.3502701059851957,0.7218480927052299,0.7046370881766326,0.7778162911611786,0.7778162911611786,13.623838436870676,0.9989958035461648
Twitter_DS,19230,CyberTopic,"{'embedding_model': 'all-mpnet-base-v2', 'nr_topics': 100, 'verbose': True, 'min_topic_size': 25, 'vectorizer_model': UrgentFocus_CountVectorizer(stop_words='english'), 'representation_model': BertForMaskedLM(
  (bert): BertModel(
    (embeddings): BertEmbeddings(
      (word_embeddings): Embedding(31820, 768, padding_idx=0)
      (position_embeddings): Embedding(512, 768)
      (token_type_embeddings): Embedding(2, 768)
      (LayerNorm): LayerNorm((768,), eps=1e-12, elementwise_affine=True)
      (dropout): Dropout(p=0.1, inplace=False)
    )
    (encoder): BertEncoder(
      (layer): ModuleList(
        (0-11): 12 x BertLayer(
          (attention): BertAttention(
            (self): BertSelfAttention(
              (query): Linear(in_features=768, out_features=768, bias=True)
              (key): Linear(in_features=768, out_features=768, bias=True)
              (value): Linear(in_features=768, out_features=768, bias=True)
              (dropout): Dropout(p=0.1, inplace=False)
            )
            (output): BertSelfOutput(
              (dense): Linear(in_features=768, out_features=768, bias=True)
              (LayerNorm): LayerNorm((768,), eps=1e-12, elementwise_affine=True)
              (dropout): Dropout(p=0.1, inplace=False)
            )
          )
          (intermediate): BertIntermediate(
            (dense): Linear(in_features=768, out_features=3072, bias=True)
            (intermediate_act_fn): GELUActivation()
          )
          (output): BertOutput(
            (dense): Linear(in_features=3072, out_features=768, bias=True)
            (LayerNorm): LayerNorm((768,), eps=1e-12, elementwise_affine=True)
            (dropout): Dropout(p=0.1, inplace=False)
          )
        )
      )
    )
  )
  (cls): BertOnlyMLMHead(
    (predictions): BertLMPredictionHead(
      (transform): BertPredictionHeadTransform(
        (dense): Linear(in_features=768, out_features=768, bias=True)
        (transform_act_fn): GELUActivation()
        (LayerNorm): LayerNorm((768,), eps=1e-12, elementwise_affine=True)
      )
      (decoder): Linear(in_features=768, out_features=31820, bias=True)
    )
  )
), 'calculate_probabilities': True}",labelsCyberAttack,100,687.9218075275421,Thu Jan  1 00:00:00 1970,0.048570733,0.528992977,0.8067415730337079,0.4267606261139265,0.6896711201049436,0.6750026879673535,0.7344887348353553,0.7344887348353553,22.24390592710242,0.9925931452921404
Twitter_DS,19230,CyberTopic,"{'embedding_model': 'all-mpnet-base-v2', 'nr_topics': 100, 'verbose': True, 'min_topic_size': 25, 'vectorizer_model': UrgentFocus_CountVectorizer(stop_words='english'), 'representation_model': BertForMaskedLM(
  (bert): BertModel(
    (embeddings): BertEmbeddings(
      (word_embeddings): Embedding(31820, 768, padding_idx=0)
      (position_embeddings): Embedding(512, 768)
      (token_type_embeddings): Embedding(2, 768)
      (LayerNorm): LayerNorm((768,), eps=1e-12, elementwise_affine=True)
      (dropout): Dropout(p=0.1, inplace=False)
    )
    (encoder): BertEncoder(
      (layer): ModuleList(
        (0-11): 12 x BertLayer(
          (attention): BertAttention(
            (self): BertSelfAttention(
              (query): Linear(in_features=768, out_features=768, bias=True)
              (key): Linear(in_features=768, out_features=768, bias=True)
              (value): Linear(in_features=768, out_features=768, bias=True)
              (dropout): Dropout(p=0.1, inplace=False)
            )
            (output): BertSelfOutput(
              (dense): Linear(in_features=768, out_features=768, bias=True)
              (LayerNorm): LayerNorm((768,), eps=1e-12, elementwise_affine=True)
              (dropout): Dropout(p=0.1, inplace=False)
            )
          )
          (intermediate): BertIntermediate(
            (dense): Linear(in_features=768, out_features=3072, bias=True)
            (intermediate_act_fn): GELUActivation()
          )
          (output): BertOutput(
            (dense): Linear(in_features=3072, out_features=768, bias=True)
            (LayerNorm): LayerNorm((768,), eps=1e-12, elementwise_affine=True)
            (dropout): Dropout(p=0.1, inplace=False)
          )
        )
      )
    )
  )
  (cls): BertOnlyMLMHead(
    (predictions): BertLMPredictionHead(
      (transform): BertPredictionHeadTransform(
        (dense): Linear(in_features=768, out_features=768, bias=True)
        (transform_act_fn): GELUActivation()
        (LayerNorm): LayerNorm((768,), eps=1e-12, elementwise_affine=True)
      )
      (decoder): Linear(in_features=768, out_features=31820, bias=True)
    )
  )
), 'calculate_probabilities': True}",labelszeroday,100,2089.343055009842,Thu Jan  1 00:00:00 1970,0.059935434,0.5312743423245575,0.796969697,0.4234095516101777,0.7118084748889848,0.6976227656168601,0.7909878682842287,0.7909878682842287,21.269851394328366,0.9928897162565452
Twitter_DS,19230,CyberTopic,"{'embedding_model': 'all-mpnet-base-v2', 'nr_topics': 200, 'verbose': True, 'min_topic_size': 25, 'vectorizer_model': UrgentFocus_CountVectorizer(stop_words='english'), 'representation_model': BertForMaskedLM(
  (bert): BertModel(
    (embeddings): BertEmbeddings(
      (word_embeddings): Embedding(31820, 768, padding_idx=0)
      (position_embeddings): Embedding(512, 768)
      (token_type_embeddings): Embedding(2, 768)
      (LayerNorm): LayerNorm((768,), eps=1e-12, elementwise_affine=True)
      (dropout): Dropout(p=0.1, inplace=False)
    )
    (encoder): BertEncoder(
      (layer): ModuleList(
        (0-11): 12 x BertLayer(
          (attention): BertAttention(
            (self): BertSelfAttention(
              (query): Linear(in_features=768, out_features=768, bias=True)
              (key): Linear(in_features=768, out_features=768, bias=True)
              (value): Linear(in_features=768, out_features=768, bias=True)
              (dropout): Dropout(p=0.1, inplace=False)
            )
            (output): BertSelfOutput(
              (dense): Linear(in_features=768, out_features=768, bias=True)
              (LayerNorm): LayerNorm((768,), eps=1e-12, elementwise_affine=True)
              (dropout): Dropout(p=0.1, inplace=False)
            )
          )
          (intermediate): BertIntermediate(
            (dense): Linear(in_features=768, out_features=3072, bias=True)
            (intermediate_act_fn): GELUActivation()
          )
          (output): BertOutput(
            (dense): Linear(in_features=3072, out_features=768, bias=True)
            (LayerNorm): LayerNorm((768,), eps=1e-12, elementwise_affine=True)
            (dropout): Dropout(p=0.1, inplace=False)
          )
        )
      )
    )
  )
  (cls): BertOnlyMLMHead(
    (predictions): BertLMPredictionHead(
      (transform): BertPredictionHeadTransform(
        (dense): Linear(in_features=768, out_features=768, bias=True)
        (transform_act_fn): GELUActivation()
        (LayerNorm): LayerNorm((768,), eps=1e-12, elementwise_affine=True)
      )
      (decoder): Linear(in_features=768, out_features=31820, bias=True)
    )
  )
), 'calculate_probabilities': True}",labelsCyberAttack,200,711.3937525749207,Thu Jan  1 00:00:00 1970,0.058066874,0.5358195214198204,0.8020833333333334,0.4297719078054809,0.6867109328711504,0.6727487560944344,0.7386481802426343,0.7386481802426343,21.473864383935656,0.993627595
Twitter_DS,19230,CyberTopic,"{'embedding_model': 'all-mpnet-base-v2', 'nr_topics': 200, 'verbose': True, 'min_topic_size': 25, 'vectorizer_model': UrgentFocus_CountVectorizer(stop_words='english'), 'representation_model': BertForMaskedLM(
  (bert): BertModel(
    (embeddings): BertEmbeddings(
      (word_embeddings): Embedding(31820, 768, padding_idx=0)
      (position_embeddings): Embedding(512, 768)
      (token_type_embeddings): Embedding(2, 768)
      (LayerNorm): LayerNorm((768,), eps=1e-12, elementwise_affine=True)
      (dropout): Dropout(p=0.1, inplace=False)
    )
    (encoder): BertEncoder(
      (layer): ModuleList(
        (0-11): 12 x BertLayer(
          (attention): BertAttention(
            (self): BertSelfAttention(
              (query): Linear(in_features=768, out_features=768, bias=True)
              (key): Linear(in_features=768, out_features=768, bias=True)
              (value): Linear(in_features=768, out_features=768, bias=True)
              (dropout): Dropout(p=0.1, inplace=False)
            )
            (output): BertSelfOutput(
              (dense): Linear(in_features=768, out_features=768, bias=True)
              (LayerNorm): LayerNorm((768,), eps=1e-12, elementwise_affine=True)
              (dropout): Dropout(p=0.1, inplace=False)
            )
          )
          (intermediate): BertIntermediate(
            (dense): Linear(in_features=768, out_features=3072, bias=True)
            (intermediate_act_fn): GELUActivation()
          )
          (output): BertOutput(
            (dense): Linear(in_features=3072, out_features=768, bias=True)
            (LayerNorm): LayerNorm((768,), eps=1e-12, elementwise_affine=True)
            (dropout): Dropout(p=0.1, inplace=False)
          )
        )
      )
    )
  )
  (cls): BertOnlyMLMHead(
    (predictions): BertLMPredictionHead(
      (transform): BertPredictionHeadTransform(
        (dense): Linear(in_features=768, out_features=768, bias=True)
        (transform_act_fn): GELUActivation()
        (LayerNorm): LayerNorm((768,), eps=1e-12, elementwise_affine=True)
      )
      (decoder): Linear(in_features=768, out_features=31820, bias=True)
    )
  )
), 'calculate_probabilities': True}",labelszeroday,200,877.0803551673889,Thu Jan  1 00:00:00 1970,0.058318003,0.5298158622019611,0.7760416666666666,0.4111591847296468,0.7216568192705987,0.7233523764961255,0.7927209705372616,0.7927209705372616,21.260078379847048,0.9921037510997384
Twitter_DS,19230,CyberTopic,"{'embedding_model': 'all-mpnet-base-v2', 'nr_topics': 300, 'verbose': True, 'min_topic_size': 25, 'vectorizer_model': UrgentFocus_CountVectorizer(stop_words='english'), 'representation_model': BertForMaskedLM(
  (bert): BertModel(
    (embeddings): BertEmbeddings(
      (word_embeddings): Embedding(31820, 768, padding_idx=0)
      (position_embeddings): Embedding(512, 768)
      (token_type_embeddings): Embedding(2, 768)
      (LayerNorm): LayerNorm((768,), eps=1e-12, elementwise_affine=True)
      (dropout): Dropout(p=0.1, inplace=False)
    )
    (encoder): BertEncoder(
      (layer): ModuleList(
        (0-11): 12 x BertLayer(
          (attention): BertAttention(
            (self): BertSelfAttention(
              (query): Linear(in_features=768, out_features=768, bias=True)
              (key): Linear(in_features=768, out_features=768, bias=True)
              (value): Linear(in_features=768, out_features=768, bias=True)
              (dropout): Dropout(p=0.1, inplace=False)
            )
            (output): BertSelfOutput(
              (dense): Linear(in_features=768, out_features=768, bias=True)
              (LayerNorm): LayerNorm((768,), eps=1e-12, elementwise_affine=True)
              (dropout): Dropout(p=0.1, inplace=False)
            )
          )
          (intermediate): BertIntermediate(
            (dense): Linear(in_features=768, out_features=3072, bias=True)
            (intermediate_act_fn): GELUActivation()
          )
          (output): BertOutput(
            (dense): Linear(in_features=3072, out_features=768, bias=True)
            (LayerNorm): LayerNorm((768,), eps=1e-12, elementwise_affine=True)
            (dropout): Dropout(p=0.1, inplace=False)
          )
        )
      )
    )
  )
  (cls): BertOnlyMLMHead(
    (predictions): BertLMPredictionHead(
      (transform): BertPredictionHeadTransform(
        (dense): Linear(in_features=768, out_features=768, bias=True)
        (transform_act_fn): GELUActivation()
        (LayerNorm): LayerNorm((768,), eps=1e-12, elementwise_affine=True)
      )
      (decoder): Linear(in_features=768, out_features=31820, bias=True)
    )
  )
), 'calculate_probabilities': True}",labelsCyberAttack,300,845.9294571876526,Thu Jan  1 00:00:00 1970,0.047925348,0.5222418263839254,0.8092783505154639,0.4226390038261664,0.6985674412054307,0.6858010619348359,0.7365684575389948,0.7365684575389948,22.100233480988376,0.9935002034030268
Twitter_DS,19230,CyberTopic,"{'embedding_model': 'all-mpnet-base-v2', 'nr_topics': 300, 'verbose': True, 'min_topic_size': 25, 'vectorizer_model': UrgentFocus_CountVectorizer(stop_words='english'), 'representation_model': BertForMaskedLM(
  (bert): BertModel(
    (embeddings): BertEmbeddings(
      (word_embeddings): Embedding(31820, 768, padding_idx=0)
      (position_embeddings): Embedding(512, 768)
      (token_type_embeddings): Embedding(2, 768)
      (LayerNorm): LayerNorm((768,), eps=1e-12, elementwise_affine=True)
      (dropout): Dropout(p=0.1, inplace=False)
    )
    (encoder): BertEncoder(
      (layer): ModuleList(
        (0-11): 12 x BertLayer(
          (attention): BertAttention(
            (self): BertSelfAttention(
              (query): Linear(in_features=768, out_features=768, bias=True)
              (key): Linear(in_features=768, out_features=768, bias=True)
              (value): Linear(in_features=768, out_features=768, bias=True)
              (dropout): Dropout(p=0.1, inplace=False)
            )
            (output): BertSelfOutput(
              (dense): Linear(in_features=768, out_features=768, bias=True)
              (LayerNorm): LayerNorm((768,), eps=1e-12, elementwise_affine=True)
              (dropout): Dropout(p=0.1, inplace=False)
            )
          )
          (intermediate): BertIntermediate(
            (dense): Linear(in_features=768, out_features=3072, bias=True)
            (intermediate_act_fn): GELUActivation()
          )
          (output): BertOutput(
            (dense): Linear(in_features=3072, out_features=768, bias=True)
            (LayerNorm): LayerNorm((768,), eps=1e-12, elementwise_affine=True)
            (dropout): Dropout(p=0.1, inplace=False)
          )
        )
      )
    )
  )
  (cls): BertOnlyMLMHead(
    (predictions): BertLMPredictionHead(
      (transform): BertPredictionHeadTransform(
        (dense): Linear(in_features=768, out_features=768, bias=True)
        (transform_act_fn): GELUActivation()
        (LayerNorm): LayerNorm((768,), eps=1e-12, elementwise_affine=True)
      )
      (decoder): Linear(in_features=768, out_features=31820, bias=True)
    )
  )
), 'calculate_probabilities': True}",labelszeroday,300,871.6328282356262,Thu Jan  1 00:00:00 1970,0.053001917,0.5310613673466223,0.798901099,0.4242655099571368,0.7189724070768148,0.7195984110673149,0.7927209705372616,0.7927209705372616,21.744160150488813,0.9926516070051404
